relative_path,absolute_path,referenced_by_fusion_script,raw_source_role,raw_source_id,readable_by_gdal,driver,crs,epsg,width,height,band_count,dtype,nodata,pixel_width,pixel_height,native_resolution_m,xmin,ymin,xmax,ymax,multibeam_coverage,source_confidence,sha256,evidence
copennicus data/DEM1_SAR_DGE_30_20110126T154536_20140227T153819_ADS_000000_XFfg_230d2e11/Copernicus_DSM_10_N29_00_E034_00/DEM/Copernicus_DSM_10_N29_00_E034_00_DEM.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110126T154536_20140227T153819_ADS_000000_XFfg_230d2e11/Copernicus_DSM_10_N29_00_E034_00/DEM/Copernicus_DSM_10_N29_00_E034_00_DEM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Float32,unknown,0.000277777777778,0.000277777777778,30.9222222222,33.9998611,28.9998611,35.0001389,30.0001389,false,medium,de8cfb428cdedfaf1c378d890057b55e32d18e9943b0fc32de16dfb5d4b85e2c,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110126T154536_20140227T153819_ADS_000000_XFfg_230d2e11/Copernicus_DSM_10_N29_00_E034_00/DEM/gdalinfo_N29E034.txt,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110126T154536_20140227T153819_ADS_000000_XFfg_230d2e11/Copernicus_DSM_10_N29_00_E034_00/DEM/gdalinfo_N29E034.txt,false,processing/provenance sidecar,unknown,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,b9ee196efd13fd49fbd7b9076eddb9ed2630cc32162e84435114ae8449905fda,file inventory
copennicus data/DEM1_SAR_DGE_30_20110126T154536_20140227T153819_ADS_000000_XFfg_230d2e11/Copernicus_DSM_10_N29_00_E034_00/PREVIEW/Copernicus_DSM_10_N29_00_E034_00_DEM_ABS_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110126T154536_20140227T153819_ADS_000000_XFfg_230d2e11/Copernicus_DSM_10_N29_00_E034_00/PREVIEW/Copernicus_DSM_10_N29_00_E034_00_DEM_ABS_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,3,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,34,29,35,30,false,medium,5b0315e2d70bd8f6667b68fc3d9c5d0519489dc0a6ffcffbcd851d6ce783396b,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110126T154536_20140227T153819_ADS_000000_XFfg_230d2e11/Copernicus_DSM_10_N29_00_E034_00/PREVIEW/Copernicus_DSM_10_N29_00_E034_00_DEM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110126T154536_20140227T153819_ADS_000000_XFfg_230d2e11/Copernicus_DSM_10_N29_00_E034_00/PREVIEW/Copernicus_DSM_10_N29_00_E034_00_DEM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,3,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,34,29,35,30,false,medium,1d984080fbc6428e79a42521d4c000f31f8ebe2a964699a0595687dd8e204206,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110126T154536_20140227T153819_ADS_000000_XFfg_230d2e11/Copernicus_DSM_10_N29_00_E034_00/PREVIEW/Copernicus_DSM_10_N29_00_E034_00_EDM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110126T154536_20140227T153819_ADS_000000_XFfg_230d2e11/Copernicus_DSM_10_N29_00_E034_00/PREVIEW/Copernicus_DSM_10_N29_00_E034_00_EDM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,1,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,34,29,35,30,false,medium,9ca46e0bc4017a39d02ace40d96e18cf32e4424d9f579ef3d5d6511fb4bdabff,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110126T154536_20140227T153819_ADS_000000_XFfg_230d2e11/Copernicus_DSM_10_N29_00_E034_00/PREVIEW/Copernicus_DSM_10_N29_00_E034_00_FLM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110126T154536_20140227T153819_ADS_000000_XFfg_230d2e11/Copernicus_DSM_10_N29_00_E034_00/PREVIEW/Copernicus_DSM_10_N29_00_E034_00_FLM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,1,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,34,29,35,30,false,medium,22385c78df35c6962c769adb1ee0140b036dcd3646be84d64e3c3e84d3bd0741,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110126T154536_20140227T153819_ADS_000000_XFfg_230d2e11/Copernicus_DSM_10_N29_00_E034_00/PREVIEW/Copernicus_DSM_10_N29_00_E034_00_HEM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110126T154536_20140227T153819_ADS_000000_XFfg_230d2e11/Copernicus_DSM_10_N29_00_E034_00/PREVIEW/Copernicus_DSM_10_N29_00_E034_00_HEM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,1,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,34,29,35,30,false,medium,8e0987620ccf88bdf06c36df7213e080bc187e1b46a3792df43d1d0c2c3d5b77,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110126T154536_20140227T153819_ADS_000000_XFfg_230d2e11/Copernicus_DSM_10_N29_00_E034_00/PREVIEW/Copernicus_DSM_10_N29_00_E034_00_WBM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110126T154536_20140227T153819_ADS_000000_XFfg_230d2e11/Copernicus_DSM_10_N29_00_E034_00/PREVIEW/Copernicus_DSM_10_N29_00_E034_00_WBM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,1,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,34,29,35,30,false,medium,a65a20023ee91df2d59d5b7790ed81b72507d8806531384eff74a3eaf86aaa0b,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/AUXFILES/Copernicus_DSM_10_N29_00_E035_00_EDM.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/AUXFILES/Copernicus_DSM_10_N29_00_E035_00_EDM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Byte,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,28.9998611,36.0001389,30.0001389,false,medium,510c9b43df3661b52aeb3d7b1a5aa2eef6e5b1127116f1ac1f15acefe666fe58,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/AUXFILES/Copernicus_DSM_10_N29_00_E035_00_FLM.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/AUXFILES/Copernicus_DSM_10_N29_00_E035_00_FLM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Byte,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,28.9998611,36.0001389,30.0001389,false,medium,2d4689fbb158f3c6510a5f7a869b44aa37885b5318a1e08da78679a4ee9c403f,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/AUXFILES/Copernicus_DSM_10_N29_00_E035_00_HEM.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/AUXFILES/Copernicus_DSM_10_N29_00_E035_00_HEM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Float32,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,28.9998611,36.0001389,30.0001389,false,medium,1ea0aaa3794f198ccc631148c459e8dcbeabb23c9000f09d2bc4081c5f2a008e,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/AUXFILES/Copernicus_DSM_10_N29_00_E035_00_WBM.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/AUXFILES/Copernicus_DSM_10_N29_00_E035_00_WBM.tif,true,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Byte,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,28.9998611,36.0001389,30.0001389,false,high,40e0a56241aeacbb0b0fd0771fdc6cbc3ba7b45cc8e27e0c429428fc1bb0c08c,process/build_fused_C.py
copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/DEM/Copernicus_DSM_10_N29_00_E035_00_DEM.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/DEM/Copernicus_DSM_10_N29_00_E035_00_DEM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Float32,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,28.9998611,36.0001389,30.0001389,false,medium,d9d9bd8db3e456e606509b06ed155ea516dbf6a9e3bd5cd32523e93fd0efc5f7,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/DEM/gdalinfo_N29E035.txt,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/DEM/gdalinfo_N29E035.txt,false,processing/provenance sidecar,unknown,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,18e79f99710596f72d414f74f102cc9e920e49da8e0d7833c88d12fbc0325b5a,file inventory
copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/PREVIEW/Copernicus_DSM_10_N29_00_E035_00_DEM_ABS_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/PREVIEW/Copernicus_DSM_10_N29_00_E035_00_DEM_ABS_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,3,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,35,29,36,30,false,medium,f240fd7c3b2843813b09c37534c347323a31e8a7a7e6fe99dfdb1dbd89480952,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/PREVIEW/Copernicus_DSM_10_N29_00_E035_00_DEM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/PREVIEW/Copernicus_DSM_10_N29_00_E035_00_DEM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,3,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,35,29,36,30,false,medium,e6d60f573aa8cdce9df1905d245e7b91c46d3d57e4e6fc93870fabac5608c0cf,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/PREVIEW/Copernicus_DSM_10_N29_00_E035_00_EDM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/PREVIEW/Copernicus_DSM_10_N29_00_E035_00_EDM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,1,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,35,29,36,30,false,medium,30d94b3a1fdebc08da71f1e34c484d0e20f9090c6d93f1aa45b713192388befe,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/PREVIEW/Copernicus_DSM_10_N29_00_E035_00_FLM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/PREVIEW/Copernicus_DSM_10_N29_00_E035_00_FLM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,1,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,35,29,36,30,false,medium,78d1e03757b653e0d086221aee8fbe6bb839f0342ebefa84589278515cfaed08,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/PREVIEW/Copernicus_DSM_10_N29_00_E035_00_HEM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/PREVIEW/Copernicus_DSM_10_N29_00_E035_00_HEM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,1,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,35,29,36,30,false,medium,f5bf857d2c895b75d74f7b70fa6d2bd676c7b63387155e4c3803f894c8355168,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/PREVIEW/Copernicus_DSM_10_N29_00_E035_00_WBM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110511T153605_20140130T034001_ADS_000000_9GwP_1d494003/Copernicus_DSM_10_N29_00_E035_00/PREVIEW/Copernicus_DSM_10_N29_00_E035_00_WBM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,1,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,35,29,36,30,false,medium,b15aa25a07cb02187449010c940e4e52c692a4d1feb6d8fc9b397701a3d20c35,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/AUXFILES/Copernicus_DSM_10_N28_00_E035_00_EDM.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/AUXFILES/Copernicus_DSM_10_N28_00_E035_00_EDM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Byte,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,27.9998611,36.0001389,29.0001389,false,medium,c6ec576256fa43bcdc40fa135767ca17e355eb9fff3b7adbdbd54912145b5495,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/AUXFILES/Copernicus_DSM_10_N28_00_E035_00_FLM.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/AUXFILES/Copernicus_DSM_10_N28_00_E035_00_FLM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Byte,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,27.9998611,36.0001389,29.0001389,false,medium,461dd08048558adad8b46a3e082868d6555f8e6371c99016da0ced271f1e7482,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/AUXFILES/Copernicus_DSM_10_N28_00_E035_00_HEM.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/AUXFILES/Copernicus_DSM_10_N28_00_E035_00_HEM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Float32,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,27.9998611,36.0001389,29.0001389,false,medium,43e1e5f1d997ede6908124f465ea80e1313a84f1cd2fff5c0d39177f155428b5,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/AUXFILES/Copernicus_DSM_10_N28_00_E035_00_WBM.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/AUXFILES/Copernicus_DSM_10_N28_00_E035_00_WBM.tif,true,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Byte,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,27.9998611,36.0001389,29.0001389,false,high,954321107272c4dbee133196c078a62300d8d34b98e1fef9bfa1fdb6b142309e,process/build_fused_C.py
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/DEM/Copernicus_DSM_10_N28_00_E035_00_DEM.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/DEM/Copernicus_DSM_10_N28_00_E035_00_DEM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Float32,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,27.9998611,36.0001389,29.0001389,false,medium,4596fbea282e30ddd026a7b6293d6787247d11246e10ead050a357ea6368f14b,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/DEM/gdalinfo_N28E035.txt,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/DEM/gdalinfo_N28E035.txt,false,processing/provenance sidecar,unknown,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,bbaa2e7324cba3f798d0f4a375c85091dd257917d73d8cc29467f94cf6d3cde7,file inventory
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/PREVIEW/Copernicus_DSM_10_N28_00_E035_00_DEM_ABS_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/PREVIEW/Copernicus_DSM_10_N28_00_E035_00_DEM_ABS_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,3,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,35,28,36,29,false,medium,a0bb14d3235d4c4d9596e7e51b47b9a92832dc5f24ae3771806d05af49b492b5,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/PREVIEW/Copernicus_DSM_10_N28_00_E035_00_DEM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/PREVIEW/Copernicus_DSM_10_N28_00_E035_00_DEM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,3,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,35,28,36,29,false,medium,0f027607fd60f859cd7a69942c2e6a2e1c37c8514d080cae193c17b2bfe327a2,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/PREVIEW/Copernicus_DSM_10_N28_00_E035_00_EDM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/PREVIEW/Copernicus_DSM_10_N28_00_E035_00_EDM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,1,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,35,28,36,29,false,medium,eff67758549d80c388b58638b2d4b71e93f286166f556d37f13ce47b3b5633bd,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/PREVIEW/Copernicus_DSM_10_N28_00_E035_00_FLM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/PREVIEW/Copernicus_DSM_10_N28_00_E035_00_FLM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,1,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,35,28,36,29,false,medium,2ff59c3e7e6d4d5336a444a63791c274bac087e1d97a64b250894d5e935ed6e6,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/PREVIEW/Copernicus_DSM_10_N28_00_E035_00_HEM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/PREVIEW/Copernicus_DSM_10_N28_00_E035_00_HEM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,1,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,35,28,36,29,false,medium,0c7f5d59e0a9dd13a8660dbe66aed02005df060797942b4b07049d7a912066f0,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/PREVIEW/Copernicus_DSM_10_N28_00_E035_00_WBM_QL.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140119T034003_ADS_000000_DH6N_54aa75b9/Copernicus_DSM_10_N28_00_E035_00/PREVIEW/Copernicus_DSM_10_N28_00_E035_00_WBM_QL.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,720,720,1,Byte,unknown,0.00138888888889,0.00138888888889,154.611111111,35,28,36,29,false,medium,bde73e87b36ffbf9b0f6fc664f9b93e8fe718c0b6750d797a285a68e649841f0,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/AUXFILES/Copernicus_DSM_10_N27_00_E035_00_EDM.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/AUXFILES/Copernicus_DSM_10_N27_00_E035_00_EDM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Byte,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,26.9998611,36.0001389,28.0001389,false,medium,598c95a4d697e1c5dc19bc5897a358da3a4cd7af4ceb88d04f088a82ce46cd86,GDAL metadata only
copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/AUXFILES/Copernicus_DSM_10_N27_00_E035_00_FLM.tif,/home/daij/Desktop/general/DEM/copennicus data/DEM1_SAR_DGE_30_20110613T153623_20140321T033147_ADS_000000_QhOO_6b7d2523/Copernicus_DSM_10_N27_00_E035_00/AUXFILES/Copernicus_DSM_10_N27_00_E035_00_FLM.tif,false,A2/Copernicus land/background DEM input,copernicus_glo30,true,GTiff,"GEOGCRS[""WGS 84"",",4326,3601,3601,1,Byte,unknown,0.000277777777778,0.000277777777778,30.9222222222,34.9998611,26.9998611,36.0001389,28.0001389,false,medium,09dbd299d104fe3684ef80f4c981272a16a49af6cb8a737ffc07feddce358128,GDAL metadata only
